experimentPhase	block	condition	trialnum	subject	task	noisePercent	leftStreamFlip	rightStreamFlip	leftRight	targetSP	answer0	response0	correct0	SPE	word1_0	word1_1	word1_2	word1_3	word1_4	word1_5	word1_6	word1_7	word1_8	word1_9	word1_10	word1_11	word1_12	word1_13	word1_14	word1_15	word1_16	word1_17	Seq1_0	Seq1_1	Seq1_2	Seq1_3	Seq1_4	Seq1_5	Seq1_6	Seq1_7	Seq1_8	Seq1_9	Seq1_10	Seq1_11	Seq1_12	Seq1_13	Seq1_14	Seq1_15	Seq1_16	Seq1_17	word2_0	word2_1	word2_2	word2_3	word2_4	word2_5	word2_6	word2_7	word2_8	word2_9	word2_10	word2_11	word2_12	word2_13	word2_14	word2_15	word2_16	word2_17	Seq2_0	Seq2_1	Seq2_2	Seq2_3	Seq2_4	Seq2_5	Seq2_6	Seq2_7	Seq2_8	Seq2_9	Seq2_10	Seq2_11	Seq2_12	Seq2_13	Seq2_14	Seq2_15	Seq2_16	Seq2_17	timingBlips	file	SOA	letterdurDesired	letterDurFrames	letterdur
main	1	0	46	MBL	T1	0	False	False	TRUE	7	Z	N	0	4	r	t	q	f	x	i	u	n	d	s	h	j	p	z	g	a	l	m	8	14	5	6	2	1	0	4	9	3	10	11	13	12	16	15	7	17	r	t	q	f	x	i	u	n	d	s	h	j	p	z	g	a	l	m	4	10	5	11	14	6	9	13	17	12	3	7	1	0	8	15	16	2	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	47	MBL	T1	0	False	False	TRUE	11	W	W	1	0	u	j	v	w	z	r	o	n	l	p	q	c	x	a	m	h	y	b	7	17	4	5	14	6	16	0	1	10	13	2	8	11	3	15	12	9	u	j	v	w	z	r	o	n	l	p	q	c	x	a	m	h	y	b	14	12	11	4	17	8	0	6	10	1	9	3	7	2	15	13	16	5	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	48	MBL	T1	0	False	False	FALSE	12	R	R	1	0	i	h	d	w	f	a	c	y	t	p	n	b	m	o	z	k	r	j	10	8	13	12	9	0	3	7	14	1	4	6	16	2	5	17	15	11	i	h	d	w	f	a	c	y	t	p	n	b	m	o	z	k	r	j	1	8	15	13	14	17	5	12	11	9	16	4	2	0	7	6	10	3	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	49	MBL	T1	0	False	False	TRUE	5	P	Z	0	1	i	k	e	z	y	s	g	x	h	d	v	p	j	t	w	q	c	n	1	2	15	16	4	8	12	13	14	9	5	10	0	3	6	7	17	11	i	k	e	z	y	s	g	x	h	d	v	p	j	t	w	q	c	n	12	2	5	10	6	11	3	0	1	13	7	17	4	16	14	15	9	8	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	50	MBL	T1	0	False	False	TRUE	10	Q	A	0	-1	w	y	x	o	v	n	z	b	r	h	j	q	k	a	g	e	p	s	9	16	6	5	3	13	8	12	10	14	17	2	7	11	4	1	0	15	w	y	x	o	v	n	z	b	r	h	j	q	k	a	g	e	p	s	17	7	12	4	0	16	6	14	10	13	11	2	9	5	8	3	15	1	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	51	MBL	T1	0	False	False	TRUE	8	C	O	0	7	i	y	a	k	p	n	g	h	f	m	o	u	j	l	w	c	q	x	8	17	10	16	14	12	5	2	4	0	11	13	15	9	6	1	3	7	i	y	a	k	p	n	g	h	f	m	o	u	j	l	w	c	q	x	4	9	7	2	13	16	8	14	15	17	3	11	0	6	12	10	5	1	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	52	MBL	T1	0	False	False	FALSE	5	T	T	1	0	c	h	l	r	g	t	v	j	q	w	i	d	s	f	o	a	x	k	14	11	10	1	8	5	12	4	15	7	17	2	6	9	16	3	13	0	c	h	l	r	g	t	v	j	q	w	i	d	s	f	o	a	x	k	5	16	2	7	14	17	12	11	10	15	13	1	0	4	8	9	3	6	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	53	MBL	T1	0	False	False	FALSE	7	A	A	1	0	l	k	r	e	p	a	u	o	v	s	d	q	f	g	n	b	y	t	11	4	1	14	12	13	8	5	3	15	7	0	9	6	17	10	16	2	l	k	r	e	p	a	u	o	v	s	d	q	f	g	n	b	y	t	15	14	4	17	10	5	3	1	9	0	6	11	16	13	7	2	12	8	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	54	MBL	T1	0	False	False	FALSE	6	P	P	1	0	m	a	g	j	s	i	f	w	d	r	v	k	n	b	e	o	h	p	16	13	9	11	4	12	17	0	15	2	14	1	5	10	8	3	6	7	m	a	g	j	s	i	f	w	d	r	v	k	n	b	e	o	h	p	14	9	7	12	6	0	8	16	11	1	15	13	10	17	2	5	3	4	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	55	MBL	T1	0	False	False	TRUE	6	P	B	0	-4	z	k	f	a	e	i	n	d	o	b	v	h	u	r	g	y	q	p	16	4	3	17	14	11	10	1	6	2	5	15	0	8	9	13	7	12	z	k	f	a	e	i	n	d	o	b	v	h	u	r	g	y	q	p	6	15	9	16	3	7	17	1	14	5	8	12	11	2	10	13	4	0	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	56	MBL	T1	0	False	False	TRUE	5	X	X	1	0	f	y	a	p	r	v	b	q	n	t	c	m	e	x	k	g	i	j	2	15	4	17	11	13	14	12	9	8	3	0	6	5	1	10	7	16	f	y	a	p	r	v	b	q	n	t	c	m	e	x	k	g	i	j	7	6	3	9	16	13	0	17	5	12	10	8	15	11	1	4	2	14	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	57	MBL	T1	0	False	False	TRUE	8	W	W	1	0	j	t	u	d	r	q	x	e	o	v	a	m	h	n	c	b	l	w	8	10	1	7	11	0	14	2	5	13	4	16	12	6	17	9	3	15	j	t	u	d	r	q	x	e	o	v	a	m	h	n	c	b	l	w	11	0	14	4	8	6	3	5	17	15	13	12	2	9	10	7	1	16	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	58	MBL	T1	0	False	False	FALSE	8	E	E	1	0	n	l	f	h	d	b	r	y	v	x	g	e	a	q	s	z	t	k	4	12	6	0	17	1	16	10	11	15	7	2	14	8	13	5	3	9	n	l	f	h	d	b	r	y	v	x	g	e	a	q	s	z	t	k	8	11	13	17	12	14	7	0	4	5	3	2	6	16	15	10	1	9	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	59	MBL	T1	0	False	False	FALSE	6	T	T	1	0	a	n	j	d	g	t	m	y	w	b	q	c	s	k	l	z	o	r	6	1	0	3	16	14	5	10	17	7	2	12	4	11	8	15	9	13	a	n	j	d	g	t	m	y	w	b	q	c	s	k	l	z	o	r	3	1	17	9	0	14	8	5	13	10	11	12	16	4	6	15	7	2	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	60	MBL	T1	0	False	False	FALSE	9	E	E	1	0	w	d	p	l	c	j	a	y	i	m	x	s	t	o	e	r	v	h	16	17	3	5	6	2	4	7	13	14	10	11	8	15	9	12	0	1	w	d	p	l	c	j	a	y	i	m	x	s	t	o	e	r	v	h	9	13	14	6	2	5	16	1	7	0	10	12	17	11	3	8	4	15	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	61	MBL	T1	0	False	False	TRUE	7	Z	Z	1	0	g	q	k	a	d	m	w	n	s	o	f	p	l	z	y	v	t	h	17	8	13	14	7	5	15	2	16	4	3	6	11	12	0	1	9	10	g	q	k	a	d	m	w	n	s	o	f	p	l	z	y	v	t	h	16	10	17	5	3	11	15	13	6	12	0	9	4	8	1	7	2	14	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	62	MBL	T1	0	False	False	TRUE	10	R	R	1	0	h	o	g	b	x	u	n	y	s	k	m	p	r	t	v	a	z	d	17	14	6	7	2	15	8	4	12	9	13	16	3	0	5	11	1	10	h	o	g	b	x	u	n	y	s	k	m	p	r	t	v	a	z	d	13	2	10	0	9	6	1	16	17	14	12	11	5	4	3	8	7	15	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	63	MBL	T1	0	False	False	FALSE	11	K	K	1	0	n	q	w	y	s	l	p	g	h	r	b	f	d	a	k	o	v	e	15	6	5	9	1	4	10	17	16	11	12	14	8	13	3	0	7	2	n	q	w	y	s	l	p	g	h	r	b	f	d	a	k	o	v	e	17	6	16	1	9	3	2	14	10	12	13	8	0	5	7	4	11	15	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	64	MBL	T1	0	False	False	FALSE	11	C	C	1	0	o	i	a	n	e	m	j	b	c	r	k	q	l	v	t	u	p	y	6	14	2	10	13	15	12	9	0	16	3	8	4	11	5	7	17	1	o	i	a	n	e	m	j	b	c	r	k	q	l	v	t	u	p	y	2	16	15	1	12	11	10	14	3	4	9	0	5	13	8	17	7	6	2	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	65	MBL	T1	0	False	False	FALSE	7	C	C	1	0	i	a	v	l	d	h	q	j	g	o	y	c	w	z	u	r	f	t	0	8	16	7	14	13	9	11	6	15	17	10	1	5	4	12	2	3	i	a	v	l	d	h	q	j	g	o	y	c	w	z	u	r	f	t	0	15	2	11	7	4	6	3	14	16	8	10	12	5	1	9	13	17	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	66	MBL	T1	0	False	False	TRUE	12	D	O	0	4	c	k	o	z	n	f	d	s	w	a	b	h	y	r	q	p	t	u	15	0	12	16	1	4	11	5	8	9	2	13	10	7	14	6	3	17	c	k	o	z	n	f	d	s	w	a	b	h	y	r	q	p	t	u	0	15	14	8	4	9	10	11	5	12	17	7	6	1	13	16	2	3	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	67	MBL	T1	0	False	False	TRUE	6	K	X	0	8	b	x	g	a	d	w	e	l	f	s	u	o	j	n	y	k	i	m	12	11	9	7	0	1	6	17	14	3	2	15	10	5	8	13	4	16	b	x	g	a	d	w	e	l	f	s	u	o	j	n	y	k	i	m	12	14	8	16	2	17	15	5	4	0	11	13	3	9	1	6	7	10	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	68	MBL	T1	0	False	False	FALSE	10	O	O	1	0	c	j	s	z	r	d	o	x	u	f	n	p	q	e	v	h	t	a	3	11	8	5	10	0	7	14	2	15	6	17	16	4	13	9	12	1	c	j	s	z	r	d	o	x	u	f	n	p	q	e	v	h	t	a	11	2	16	10	1	4	3	12	15	8	6	0	14	7	9	5	17	13	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	69	MBL	T1	0	False	False	TRUE	9	H	H	1	0	q	h	w	y	n	o	l	u	z	d	j	k	t	i	g	r	c	v	12	3	4	14	13	2	17	10	6	0	7	11	9	8	1	16	5	15	q	h	w	y	n	o	l	u	z	d	j	k	t	i	g	r	c	v	15	14	8	0	17	11	13	9	10	1	2	3	6	16	7	12	4	5	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	70	MBL	T1	0	False	False	FALSE	10	L	L	1	0	o	t	p	c	i	d	b	s	e	h	j	n	k	x	l	g	u	z	10	4	8	1	0	15	12	11	13	9	14	6	7	2	3	17	16	5	o	t	p	c	i	d	b	s	e	h	j	n	k	x	l	g	u	z	6	9	8	14	11	4	3	5	12	13	10	7	1	0	17	2	15	16	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	71	MBL	T1	0	False	False	TRUE	12	I	U	0	2	u	v	o	a	f	d	y	z	j	i	c	t	l	p	s	r	b	k	16	1	0	17	10	5	12	14	15	2	13	8	7	9	6	3	11	4	u	v	o	a	f	d	y	z	j	i	c	t	l	p	s	r	b	k	3	4	16	2	11	1	8	15	17	6	13	5	9	12	0	14	10	7	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	72	MBL	T1	0	False	False	FALSE	7	O	O	1	0	p	i	y	o	d	z	h	b	l	f	u	n	c	w	x	a	q	v	2	0	15	1	12	13	9	3	14	8	16	4	17	11	7	6	5	10	p	i	y	o	d	z	h	b	l	f	u	n	c	w	x	a	q	v	1	5	7	17	13	2	4	6	14	11	12	9	15	8	16	3	0	10	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	73	MBL	T1	0	False	False	TRUE	7	K	K	1	0	f	j	w	i	o	h	t	u	r	n	q	z	d	l	g	k	a	m	12	10	13	3	15	8	14	11	1	17	6	4	5	2	16	0	7	9	f	j	w	i	o	h	t	u	r	n	q	z	d	l	g	k	a	m	10	13	6	17	11	9	16	15	14	8	5	3	12	4	0	7	1	2	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	74	MBL	T1	0	False	False	TRUE	6	V	M	0	3	l	j	r	e	a	h	x	q	k	v	p	g	s	m	d	z	f	t	15	13	11	1	16	5	12	10	6	4	3	2	9	14	7	8	17	0	l	j	r	e	a	h	x	q	k	v	p	g	s	m	d	z	f	t	4	2	15	7	6	12	9	3	0	13	8	5	16	1	10	14	11	17	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	75	MBL	T1	0	False	False	FALSE	12	R	R	1	0	f	k	m	c	o	p	z	h	l	d	v	n	t	b	g	y	r	w	5	2	6	11	9	7	14	12	3	8	17	15	16	0	13	1	10	4	f	k	m	c	o	p	z	h	l	d	v	n	t	b	g	y	r	w	10	0	15	16	13	4	14	7	5	2	8	9	6	11	12	17	3	1	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	76	MBL	T1	0	False	False	FALSE	8	C	C	1	0	h	i	c	a	p	r	t	q	m	w	y	o	g	u	f	j	n	l	8	11	5	14	6	12	17	3	2	1	4	7	0	13	15	16	10	9	h	i	c	a	p	r	t	q	m	w	y	o	g	u	f	j	n	l	11	14	13	0	5	12	2	10	17	3	8	7	4	1	6	15	16	9	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	77	MBL	T1	0	False	False	FALSE	7	M	M	1	0	m	g	r	e	t	d	v	p	x	c	f	b	w	n	s	u	l	k	17	3	1	2	6	7	11	0	8	5	14	16	12	10	15	13	9	4	m	g	r	e	t	d	v	p	x	c	f	b	w	n	s	u	l	k	8	11	16	5	12	9	6	10	4	1	14	15	0	13	7	2	17	3	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	78	MBL	T1	0	False	False	FALSE	6	L	L	1	0	r	o	u	z	b	c	y	f	j	p	a	l	t	e	k	q	g	d	8	14	3	4	1	15	11	5	2	7	13	17	6	9	10	0	16	12	r	o	u	z	b	c	y	f	j	p	a	l	t	e	k	q	g	d	6	12	1	0	17	13	5	4	16	15	9	2	8	10	14	3	11	7	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	79	MBL	T1	0	False	False	TRUE	11	E	O	0	-1	a	m	r	w	x	o	d	y	v	e	q	z	c	g	p	k	u	t	9	13	5	4	8	7	6	11	15	1	17	16	2	14	0	3	12	10	a	m	r	w	x	o	d	y	v	e	q	z	c	g	p	k	u	t	13	1	14	15	11	12	8	10	6	7	5	9	0	3	17	16	2	4	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	80	MBL	T1	0	False	False	TRUE	11	F	U	0	-4	j	y	q	x	u	b	z	k	d	g	m	l	h	i	e	a	f	w	2	15	0	11	7	16	14	1	17	5	3	4	9	12	10	13	8	6	j	y	q	x	u	b	z	k	d	g	m	l	h	i	e	a	f	w	17	0	5	15	14	8	3	4	2	1	6	16	13	7	10	11	9	12	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	81	MBL	T1	0	False	False	FALSE	5	V	V	1	0	a	m	r	p	k	t	o	e	q	u	y	f	v	c	b	s	z	h	2	4	13	10	15	12	16	8	3	17	6	11	14	5	7	1	9	0	a	m	r	p	k	t	o	e	q	u	y	f	v	c	b	s	z	h	10	13	8	3	16	7	4	12	15	1	5	2	6	11	0	17	9	14	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	82	MBL	T1	0	False	False	FALSE	11	R	R	1	0	h	s	q	j	b	f	y	z	d	w	o	r	l	e	k	i	a	c	1	0	6	13	14	10	16	9	5	17	7	11	8	15	12	3	2	4	h	s	q	j	b	f	y	z	d	w	o	r	l	e	k	i	a	c	14	6	11	2	13	15	1	17	4	3	10	8	12	7	9	5	0	16	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	83	MBL	T1	0	False	False	FALSE	7	M	M	1	0	n	g	z	j	x	v	i	t	b	r	q	m	h	p	o	y	u	d	5	10	8	1	6	13	4	11	14	3	0	12	15	17	9	16	2	7	n	g	z	j	x	v	i	t	b	r	q	m	h	p	o	y	u	d	9	3	7	13	2	5	12	11	14	8	16	6	0	1	15	17	10	4	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	84	MBL	T1	0	False	False	TRUE	11	U	U	1	0	q	i	v	u	h	r	j	f	z	b	p	s	t	o	a	x	g	n	3	16	6	13	0	9	10	4	2	17	8	15	7	5	14	11	1	12	q	i	v	u	h	r	j	f	z	b	p	s	t	o	a	x	g	n	16	14	9	0	5	12	13	6	2	7	4	3	11	8	15	17	10	1	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	85	MBL	T1	0	False	False	TRUE	6	M	M	1	0	u	i	k	f	q	y	d	x	m	c	j	z	e	b	v	t	p	a	10	13	12	3	5	17	11	2	0	8	16	6	4	9	1	7	14	15	u	i	k	f	q	y	d	x	m	c	j	z	e	b	v	t	p	a	11	9	1	12	6	17	8	0	7	5	13	3	2	10	15	14	16	4	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	86	MBL	T1	0	False	False	FALSE	5	K	K	1	0	g	v	r	k	m	l	y	t	e	n	q	u	w	d	a	p	s	f	5	15	0	4	14	3	2	8	9	12	1	16	10	11	6	17	7	13	g	v	r	k	m	l	y	t	e	n	q	u	w	d	a	p	s	f	3	10	6	8	0	17	14	7	9	1	4	13	2	15	11	16	5	12	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	87	MBL	T1	0	False	False	FALSE	11	Q	Q	1	0	p	q	c	y	l	d	i	v	e	n	w	g	s	f	u	o	h	r	8	17	12	14	10	3	2	16	15	6	5	1	4	11	7	0	13	9	p	q	c	y	l	d	i	v	e	n	w	g	s	f	u	o	h	r	3	16	12	1	4	2	15	0	10	11	6	9	5	14	7	8	17	13	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	88	MBL	T1	0	False	False	TRUE	5	U	N	0	5	j	l	c	s	b	t	i	u	k	p	m	y	h	f	d	a	w	z	6	1	9	2	14	15	13	12	3	0	5	11	10	17	8	4	7	16	j	l	c	s	b	t	i	u	k	p	m	y	h	f	d	a	w	z	1	17	3	13	2	7	14	0	15	11	10	9	5	6	8	16	12	4	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	89	MBL	T1	0	False	False	FALSE	12	T	T	1	0	i	f	k	d	y	l	p	e	t	o	r	z	h	b	v	c	w	q	13	4	11	9	16	7	10	3	14	5	6	12	8	15	2	17	0	1	i	f	k	d	y	l	p	e	t	o	r	z	h	b	v	c	w	q	3	4	0	1	2	17	6	12	16	14	5	11	8	13	9	10	7	15	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	90	MBL	T1	0	False	False	FALSE	10	A	A	1	0	n	g	p	c	o	j	w	l	q	s	y	m	t	h	e	a	d	k	2	9	0	10	3	11	16	14	17	8	15	6	12	13	1	5	4	7	n	g	p	c	o	j	w	l	q	s	y	m	t	h	e	a	d	k	8	3	11	1	16	5	13	7	6	0	2	10	4	9	14	12	17	15	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	91	MBL	T1	0	False	False	FALSE	8	T	T	1	0	m	a	t	w	d	p	g	j	c	k	f	b	y	v	x	i	q	u	3	10	11	5	7	8	14	0	2	15	12	4	16	9	1	6	17	13	m	a	t	w	d	p	g	j	c	k	f	b	y	v	x	i	q	u	9	10	6	5	2	13	4	0	14	15	1	16	8	17	12	3	11	7	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	92	MBL	T1	0	False	False	TRUE	7	O	O	1	0	j	y	c	e	w	x	u	o	h	z	l	r	i	n	d	q	t	b	4	11	3	8	6	10	15	14	0	7	9	1	2	12	5	16	13	17	j	y	c	e	w	x	u	o	h	z	l	r	i	n	d	q	t	b	12	4	6	15	0	9	14	7	13	5	3	8	17	16	1	10	2	11	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	93	MBL	T1	0	False	False	FALSE	9	X	X	1	0	a	v	c	j	y	q	t	s	x	e	n	i	f	w	g	l	d	u	17	7	6	10	13	4	15	11	5	8	1	16	2	0	14	3	9	12	a	v	c	j	y	q	t	s	x	e	n	i	f	w	g	l	d	u	12	0	10	16	1	3	4	7	13	17	6	15	2	9	11	8	5	14	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	94	MBL	T1	0	False	False	FALSE	8	P	P	1	0	l	z	r	m	q	p	s	n	a	y	e	f	c	j	b	k	w	v	6	8	2	14	1	4	0	9	5	11	3	10	15	7	17	12	16	13	l	z	r	m	q	p	s	n	a	y	e	f	c	j	b	k	w	v	4	8	1	3	2	17	10	7	11	5	12	0	16	13	6	9	15	14	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
main	1	0	95	MBL	T1	0	False	False	TRUE	9	Y	W	0	5	z	p	m	i	j	g	k	t	f	c	n	y	r	l	a	w	e	u	4	1	0	2	10	17	15	9	6	5	14	13	7	16	12	3	8	11	z	p	m	i	j	g	k	t	f	c	n	y	r	l	a	w	e	u	3	16	5	8	2	10	6	9	1	11	4	14	12	7	15	0	17	13	0	../data/MBL/oneRing/MBL_14May2019_11-21.txt	400	250	14	233.33333333333334
